,date,hour_of_day,D_wait_time,EE_wait_time,KS_wait_time
681,2015-03-03,13.0,20.83,25.0,18.33
682,2015-03-03,14.0,30.0,21.25,10.0
683,2015-03-03,15.0,13.33,12.08,10.0
684,2015-03-03,16.0,10.0,7.5,13.33
685,2015-03-03,17.0,12.5,5.0,10.0
686,2015-03-03,18.0,10.0,5.0,
689,2015-03-04,9.0,10.0,7.92,10.0
690,2015-03-04,10.0,14.17,19.62,16.67
691,2015-03-04,11.0,10.0,19.58,20.0
692,2015-03-04,12.0,10.83,19.58,16.67
693,2015-03-04,13.0,12.5,15.42,10.83
694,2015-03-04,14.0,10.0,15.0,10.0
695,2015-03-04,15.0,10.0,7.5,10.0
696,2015-03-04,16.0,10.0,10.0,12.5
697,2015-03-04,17.0,10.0,7.08,14.29
698,2015-03-04,18.0,10.0,6.25,
700,2015-03-05,9.0,9.17,11.25,10.42
701,2015-03-05,10.0,10.0,34.17,18.08
702,2015-03-05,11.0,10.0,32.5,18.08
703,2015-03-05,12.0,12.5,21.67,12.5
704,2015-03-05,13.0,10.0,20.42,12.5
705,2015-03-05,14.0,10.0,20.42,13.33
706,2015-03-05,15.0,10.0,16.67,10.83
707,2015-03-05,16.0,10.0,5.83,10.0
710,2015-03-06,9.0,9.17,7.08,10.0
711,2015-03-06,10.0,10.0,13.75,12.5
712,2015-03-06,11.0,11.67,13.33,24.17
713,2015-03-06,12.0,10.0,17.08,23.33
714,2015-03-06,13.0,11.67,25.42,14.17
715,2015-03-06,14.0,10.0,19.58,10.83
716,2015-03-06,15.0,10.0,13.33,15.0
717,2015-03-06,16.0,10.0,7.5,10.0
720,2015-03-07,9.0,5.0,9.62,11.0
721,2015-03-07,10.0,10.71,22.86,42.14
722,2015-03-07,11.0,25.83,29.17,45.77
723,2015-03-07,12.0,23.85,37.92,45.0
724,2015-03-07,13.0,30.71,33.46,41.25
725,2015-03-07,14.0,35.0,35.0,30.0
726,2015-03-07,15.0,20.0,30.83,38.33
727,2015-03-07,16.0,27.5,22.08,37.08
728,2015-03-07,17.0,25.83,22.5,26.43
729,2015-03-07,18.0,14.17,11.67,
731,2015-03-08,9.0,10.0,16.67,10.0
732,2015-03-08,10.0,23.33,30.0,13.33
733,2015-03-08,11.0,25.83,29.17,39.17
734,2015-03-08,12.0,31.67,31.67,44.17
735,2015-03-08,13.0,27.5,46.67,40.83
736,2015-03-08,14.0,35.83,51.67,47.08
737,2015-03-08,15.0,28.33,40.42,41.67
738,2015-03-08,16.0,28.46,40.91,60.0
739,2015-03-08,17.0,29.17,32.92,51.25
740,2015-03-08,18.0,25.0,20.0,14.44
742,2015-03-09,8.0,11.54,5.83,9.0
743,2015-03-09,9.0,10.0,18.08,14.62
744,2015-03-09,10.0,17.5,31.25,23.33
745,2015-03-09,11.0,23.33,36.25,46.67
746,2015-03-09,12.0,23.33,34.17,42.08
747,2015-03-09,13.0,22.31,41.67,30.0
748,2015-03-09,14.0,33.85,32.92,32.5
749,2015-03-09,15.0,11.54,40.0,21.67
750,2015-03-09,16.0,11.54,29.58,33.33
751,2015-03-09,17.0,10.0,21.92,15.83
752,2015-03-09,18.0,10.0,11.25,10.0
754,2015-03-10,8.0,8.85,5.38,13.33
755,2015-03-10,9.0,10.83,20.0,17.5
756,2015-03-10,10.0,16.07,33.08,42.31
757,2015-03-10,11.0,25.0,38.0,64.17
758,2015-03-10,12.0,28.33,35.0,56.67
759,2015-03-10,13.0,31.67,51.92,57.92
760,2015-03-10,14.0,39.17,49.17,68.75
761,2015-03-10,15.0,22.5,39.58,33.85
762,2015-03-10,16.0,15.83,33.33,15.38
763,2015-03-10,17.0,16.67,19.23,16.67
764,2015-03-10,18.0,10.0,16.67,10.0
767,2015-03-11,9.0,12.5,26.92,11.67
768,2015-03-11,10.0,33.85,31.67,30.0
769,2015-03-11,11.0,40.83,38.75,48.33
770,2015-03-11,12.0,20.83,36.25,60.0
771,2015-03-11,13.0,30.83,33.33,23.33
772,2015-03-11,14.0,29.17,33.75,30.0
773,2015-03-11,15.0,28.75,24.58,20.83
774,2015-03-11,16.0,10.0,25.42,23.33
775,2015-03-11,17.0,10.0,20.0,30.0
776,2015-03-11,18.0,10.0,7.08,13.33
778,2015-03-12,8.0,9.58,9.17,8.57
779,2015-03-12,9.0,10.0,13.75,10.0
780,2015-03-12,10.0,10.0,24.58,25.0
781,2015-03-12,11.0,15.0,38.33,37.5
782,2015-03-12,12.0,20.0,31.25,35.83
783,2015-03-12,13.0,23.33,39.58,43.33
784,2015-03-12,14.0,29.0,28.75,22.08
785,2015-03-12,15.0,29.17,25.71,10.0
786,2015-03-12,16.0,10.0,25.83,21.54
787,2015-03-12,17.0,10.0,11.67,35.83
788,2015-03-12,18.0,10.0,10.0,12.22
789,2015-03-13,8.0,8.64,10.0,9.0
790,2015-03-13,9.0,10.0,18.18,19.17
791,2015-03-13,10.0,15.0,31.54,28.33
792,2015-03-13,11.0,15.0,39.23,40.0
793,2015-03-13,12.0,25.83,34.17,50.0
794,2015-03-13,13.0,27.5,41.67,24.17
795,2015-03-13,14.0,30.83,41.67,25.83
796,2015-03-13,15.0,21.82,37.5,19.17
797,2015-03-13,16.0,15.83,27.5,20.0
798,2015-03-13,17.0,10.0,24.58,18.33
799,2015-03-13,18.0,10.0,8.33,14.44
801,2015-03-14,8.0,9.17,8.75,8.33
802,2015-03-14,9.0,10.0,17.5,11.67
803,2015-03-14,10.0,10.0,56.67,32.69
804,2015-03-14,11.0,18.33,37.86,60.83
805,2015-03-14,12.0,21.67,46.67,58.75
806,2015-03-14,13.0,13.33,44.17,47.5
807,2015-03-14,14.0,20.0,39.58,36.25
808,2015-03-14,15.0,20.0,31.67,36.25
809,2015-03-14,16.0,13.33,33.75,40.42
810,2015-03-14,17.0,10.0,23.75,30.83
811,2015-03-14,18.0,10.0,13.75,30.0
813,2015-03-15,9.0,11.67,23.21,11.67
814,2015-03-15,10.0,26.0,31.92,41.67
815,2015-03-15,11.0,40.0,43.75,66.92
816,2015-03-15,12.0,45.0,40.0,70.0
817,2015-03-15,13.0,30.0,47.08,70.0
818,2015-03-15,14.0,36.67,40.0,56.25
819,2015-03-15,15.0,30.91,38.33,55.83
820,2015-03-15,16.0,40.0,36.25,58.33
821,2015-03-15,17.0,30.83,30.42,51.67
822,2015-03-15,18.0,11.67,24.58,22.5
823,2015-03-15,19.0,10.0,19.58,
824,2015-03-16,8.0,10.0,6.67,11.25
825,2015-03-16,9.0,10.0,17.31,13.33
826,2015-03-16,10.0,10.0,37.92,52.5
827,2015-03-16,11.0,15.0,50.42,72.5
828,2015-03-16,12.0,40.0,49.58,73.33
829,2015-03-16,13.0,30.83,37.92,71.67
830,2015-03-16,14.0,30.83,48.75,62.08
831,2015-03-16,15.0,36.67,47.08,55.0
832,2015-03-16,16.0,20.0,34.58,54.58
833,2015-03-16,17.0,20.0,32.92,37.92
834,2015-03-16,18.0,14.17,15.42,20.5
836,2015-03-17,8.0,8.75,9.58,15.0
837,2015-03-17,9.0,10.0,21.33,21.15
838,2015-03-17,10.0,24.62,36.67,72.5
839,2015-03-17,11.0,31.67,44.58,87.5
840,2015-03-17,12.0,43.33,37.69,66.07
841,2015-03-17,13.0,34.17,44.62,55.0
842,2015-03-17,14.0,38.46,39.23,45.0
843,2015-03-17,15.0,39.17,27.08,35.0
844,2015-03-17,16.0,15.0,26.25,40.38
845,2015-03-17,17.0,20.0,36.25,32.5
846,2015-03-17,18.0,14.17,17.08,20.0
848,2015-03-18,9.0,10.0,24.64,40.77
849,2015-03-18,10.0,20.77,41.54,77.69
850,2015-03-18,11.0,34.17,50.0,98.33
851,2015-03-18,12.0,40.0,44.23,120.0
852,2015-03-18,13.0,40.0,48.08,93.08
853,2015-03-18,14.0,50.0,39.23,77.5
854,2015-03-18,15.0,24.17,33.85,45.83
855,2015-03-18,16.0,29.17,36.67,50.0
856,2015-03-18,17.0,26.67,23.75,58.33
857,2015-03-18,18.0,11.54,18.75,38.0
858,2015-03-18,19.0,10.0,13.46,
860,2015-03-19,9.0,9.23,16.79,18.33
861,2015-03-19,10.0,10.83,34.17,63.33
862,2015-03-19,11.0,23.33,45.0,95.0
863,2015-03-19,12.0,23.33,57.08,100.0
864,2015-03-19,13.0,29.17,48.46,40.0
865,2015-03-19,14.0,33.75,43.33,40.0
866,2015-03-19,15.0,14.29,36.25,45.83
867,2015-03-19,16.0,27.5,30.0,56.25
868,2015-03-19,17.0,14.17,32.5,50.83
869,2015-03-19,18.0,10.0,13.75,27.5
870,2015-03-19,19.0,10.0,16.54,
872,2015-03-20,9.0,9.23,14.29,9.23
873,2015-03-20,10.0,19.23,46.67,28.08
874,2015-03-20,11.0,23.85,38.75,60.0
875,2015-03-20,12.0,34.17,41.25,60.0
876,2015-03-20,13.0,23.08,38.75,46.67
877,2015-03-20,14.0,28.33,34.58,43.08
878,2015-03-20,15.0,40.0,26.67,19.17
879,2015-03-20,16.0,10.83,31.15,34.17
880,2015-03-20,17.0,17.5,27.92,29.17
881,2015-03-20,18.0,10.0,13.93,13.0
882,2015-03-20,19.0,10.83,7.92,
884,2015-03-21,8.0,6.25,5.0,8.12
885,2015-03-21,9.0,10.0,24.17,10.83
886,2015-03-21,10.0,20.0,35.0,40.0
887,2015-03-21,11.0,22.5,43.21,74.09
888,2015-03-21,12.0,30.0,38.33,62.5
889,2015-03-21,13.0,41.67,35.42,49.58
890,2015-03-21,14.0,49.17,45.0,40.0
891,2015-03-21,15.0,28.33,33.33,40.0
892,2015-03-21,16.0,20.83,31.25,46.67
893,2015-03-21,17.0,24.17,31.15,68.33
894,2015-03-21,18.0,20.0,17.69,32.22
895,2015-03-21,19.0,,12.5,
897,2015-03-22,9.0,10.0,17.5,15.42
898,2015-03-22,10.0,22.5,29.17,41.54
899,2015-03-22,11.0,31.54,49.23,61.92
900,2015-03-22,12.0,31.54,39.17,70.0
901,2015-03-22,13.0,42.5,38.85,57.08
902,2015-03-22,14.0,44.17,46.67,50.42
903,2015-03-22,15.0,40.83,40.0,60.83
904,2015-03-22,16.0,30.0,40.42,80.83
905,2015-03-22,17.0,26.67,28.75,42.92
906,2015-03-22,18.0,15.83,18.57,14.0
910,2015-03-23,9.0,9.17,7.31,9.58
911,2015-03-23,10.0,10.0,28.33,10.0
912,2015-03-23,11.0,15.83,32.92,17.5
913,2015-03-23,12.0,18.33,31.25,20.83
914,2015-03-23,13.0,27.5,25.42,24.17
915,2015-03-23,14.0,21.0,30.83,20.0
920,2015-03-23,15.0,,28.33,20.0
916,2015-03-23,16.0,27.14,22.5,30.83
917,2015-03-23,17.0,14.17,10.0,25.83
918,2015-03-23,18.0,10.0,5.83,11.11
922,2015-03-24,9.0,9.17,12.5,15.0
923,2015-03-24,10.0,14.17,34.58,45.0
924,2015-03-24,11.0,36.67,47.5,74.17
925,2015-03-24,12.0,38.33,40.0,80.42
926,2015-03-24,13.0,40.0,37.5,85.0
927,2015-03-24,14.0,23.33,53.08,64.58
928,2015-03-24,15.0,33.33,35.0,50.0
929,2015-03-24,16.0,49.23,42.69,70.83
930,2015-03-24,17.0,40.83,25.83,81.67
931,2015-03-24,18.0,11.54,22.08,20.56
932,2015-03-24,19.0,24.55,14.62,
935,2015-03-25,9.0,10.77,22.14,20.0
936,2015-03-25,10.0,24.17,36.25,55.42
937,2015-03-25,11.0,30.0,48.85,68.33
938,2015-03-25,12.0,42.5,40.42,67.69
939,2015-03-25,13.0,38.33,52.08,70.0
940,2015-03-25,14.0,39.17,53.75,44.17
941,2015-03-25,15.0,30.0,37.5,47.5
942,2015-03-25,16.0,27.5,38.33,61.67
943,2015-03-25,17.0,20.83,36.67,65.83
944,2015-03-25,18.0,14.17,41.25,25.56
945,2015-03-25,19.0,22.5,21.25,
947,2015-03-26,9.0,10.0,15.0,14.17
948,2015-03-26,10.0,19.17,27.92,33.33
949,2015-03-26,11.0,25.0,39.17,49.17
950,2015-03-26,12.0,27.08,34.29,45.0
951,2015-03-26,13.0,25.0,40.42,45.0
952,2015-03-26,17.0,,,20.0
953,2015-03-27,9.0,20.0,5.0,20.0
955,2015-03-27,10.0,,30.0,20.0
957,2015-03-27,12.0,,,50.0
954,2015-03-27,13.0,30.0,,
956,2015-03-27,14.0,,40.0,
961,2015-03-28,9.0,,25.0,20.0
966,2015-03-28,10.0,,,20.0
958,2015-03-28,11.0,60.0,,
962,2015-03-28,12.0,,45.0,
967,2015-03-28,14.0,,,80.0
959,2015-03-28,15.0,30.0,,
963,2015-03-28,16.0,,45.0,
968,2015-03-28,17.0,,,68.75
964,2015-03-28,18.0,,30.0,
960,2015-03-28,19.0,10.0,,
976,2015-03-29,8.0,,,5.0
974,2015-03-29,9.0,,27.5,13.33
969,2015-03-29,10.0,30.0,,
970,2015-03-29,11.0,40.0,,50.0
977,2015-03-29,12.0,,,70.0
971,2015-03-29,14.0,40.0,,
972,2015-03-29,15.0,50.0,45.0,
975,2015-03-29,16.0,,45.0,
984,2015-03-30,8.0,,20.0,
985,2015-03-30,9.0,,95.0,
986,2015-03-30,10.0,,95.0,25.0
987,2015-03-30,12.0,,75.0,
988,2015-03-30,14.0,,60.0,
978,2015-03-30,15.0,40.91,44.09,52.27
979,2015-03-30,16.0,26.67,45.0,38.46
980,2015-03-30,17.0,27.5,37.08,24.17
981,2015-03-30,18.0,15.0,27.08,19.17
982,2015-03-30,19.0,15.83,20.0,
989,2015-03-31,8.0,10.0,6.67,10.0
990,2015-03-31,9.0,10.83,37.92,11.25
991,2015-03-31,10.0,27.5,49.58,41.92
992,2015-03-31,11.0,42.22,51.11,70.0
993,2015-03-31,12.0,52.73,55.91,64.55
994,2015-03-31,15.0,30.0,,
995,2015-03-31,18.0,20.0,,
996,2015-04-01,8.0,20.0,,
1000,2015-04-01,9.0,,15.0,30.0
1001,2015-04-01,10.0,,67.5,
1002,2015-04-01,11.0,,75.0,
1006,2015-04-01,12.0,,,95.0
1003,2015-04-01,13.0,,115.0,
1004,2015-04-01,14.0,,115.0,80.0
1007,2015-04-01,16.0,,,50.0
997,2015-04-01,17.0,20.0,,
1005,2015-04-01,19.0,,20.0,
1008,2015-04-02,8.0,10.0,8.75,
1009,2015-04-02,9.0,10.0,,5.0
1010,2015-04-02,10.0,36.67,51.25,45.0
1011,2015-04-02,11.0,35.0,41.67,51.0
1012,2015-04-02,12.0,53.33,45.83,46.67
1013,2015-04-02,13.0,40.0,50.0,52.5
1014,2015-04-02,14.0,37.27,48.64,35.91
1015,2015-04-02,15.0,31.67,42.31,18.57
1016,2015-04-02,16.0,24.17,50.0,20.83
1017,2015-04-02,17.0,26.0,33.89,11.11
1018,2015-04-02,18.0,12.22,32.22,10.0
1019,2015-04-02,19.0,20.0,12.78,
1021,2015-04-03,8.0,10.0,7.22,10.0
1022,2015-04-03,9.0,12.0,19.58,12.0
1023,2015-04-03,10.0,20.0,37.08,19.58
1024,2015-04-03,11.0,28.0,52.78,35.0
1025,2015-04-03,12.0,27.78,46.5,45.0
1026,2015-04-03,13.0,29.0,40.0,40.5
1027,2015-04-03,14.0,28.0,38.64,30.0
1028,2015-04-03,15.0,20.0,41.25,16.67
1029,2015-04-03,16.0,21.0,36.0,15.0
1030,2015-04-03,17.0,22.73,28.33,13.64
1031,2015-04-03,18.0,18.0,13.5,14.0
1033,2015-04-04,8.0,9.09,6.36,10.0
1034,2015-04-04,9.0,18.33,14.58,16.92
1035,2015-04-04,10.0,20.0,38.57,27.14
1036,2015-04-04,11.0,35.0,43.64,51.82
1037,2015-04-04,12.0,34.17,64.17,49.17
1038,2015-04-04,13.0,30.0,42.22,31.11
1039,2015-04-04,14.0,39.09,31.82,30.0
1040,2015-04-04,15.0,31.67,38.75,23.75
1041,2015-04-04,16.0,26.0,44.0,27.0
1042,2015-04-04,17.0,25.0,23.12,25.56
1043,2015-04-04,18.0,12.73,15.0,11.0
1046,2015-04-05,8.0,10.0,5.0,13.33
1047,2015-04-05,9.0,10.0,18.33,10.0
1048,2015-04-05,10.0,19.09,35.45,10.83
1049,2015-04-05,11.0,25.83,36.43,33.33
1050,2015-04-05,12.0,30.0,42.5,31.67
1051,2015-04-05,13.0,35.45,42.73,31.36
1052,2015-04-05,14.0,35.83,38.33,33.75
1053,2015-04-05,15.0,38.0,34.0,29.5
1054,2015-04-05,16.0,26.36,37.5,20.91
1055,2015-04-05,17.0,20.0,30.45,20.42
1056,2015-04-05,18.0,11.82,14.44,10.45
1059,2015-04-06,8.0,8.89,11.0,9.55
1060,2015-04-06,9.0,10.0,36.36,13.75
1061,2015-04-06,10.0,20.0,32.27,35.83
1062,2015-04-06,11.0,41.0,42.5,55.91
1063,2015-04-06,12.0,41.82,52.08,69.17
1064,2015-04-06,13.0,44.17,51.15,59.17
1065,2015-04-06,14.0,44.17,50.0,52.92
1066,2015-04-06,15.0,22.31,66.54,46.67
1067,2015-04-06,16.0,29.09,40.42,31.82
1068,2015-04-06,17.0,35.0,35.0,16.67
1069,2015-04-06,18.0,14.55,18.18,7.92
1070,2015-04-06,19.0,10.0,20.0,
1072,2015-04-07,8.0,9.55,5.0,10.45
1073,2015-04-07,9.0,15.0,,35.42
1074,2015-04-07,10.0,44.44,57.5,70.83
1075,2015-04-07,11.0,46.0,74.17,100.0
1076,2015-04-07,12.0,43.85,75.0,115.83
1077,2015-04-07,13.0,48.33,70.83,80.0
1078,2015-04-07,14.0,38.46,77.92,63.75
1079,2015-04-07,15.0,43.33,99.09,61.82
1080,2015-04-07,16.0,30.0,93.0,40.0
1081,2015-04-07,17.0,15.45,44.44,19.09
1082,2015-04-07,18.0,11.11,,37.78
1083,2015-04-07,19.0,13.33,40.0,
1086,2015-04-08,8.0,10.0,26.88,10.83
1087,2015-04-08,9.0,10.0,67.92,27.31
1088,2015-04-08,10.0,21.43,90.0,70.91
1089,2015-04-08,11.0,72.5,75.83,81.67
1090,2015-04-08,12.0,56.36,53.18,88.18
1091,2015-04-08,13.0,46.36,63.64,80.0
1092,2015-04-08,14.0,50.0,70.91,64.09
1093,2015-04-08,15.0,36.0,45.0,45.0
1094,2015-04-08,16.0,30.0,48.0,29.0
1095,2015-04-08,17.0,28.18,45.0,17.73
1096,2015-04-08,18.0,19.0,29.0,1.5
1097,2015-04-08,19.0,11.67,27.5,
1099,2015-04-09,8.0,10.0,11.82,9.09
1100,2015-04-09,9.0,10.91,30.0,22.73
1101,2015-04-09,10.0,40.0,37.5,72.73
1102,2015-04-09,11.0,36.67,107.5,70.0
1103,2015-04-09,12.0,42.5,90.0,70.0
1104,2015-04-09,13.0,43.33,101.36,83.33
1105,2015-04-09,14.0,34.55,110.0,50.91
1106,2015-04-09,15.0,30.0,78.18,16.36
1107,2015-04-09,16.0,25.0,39.5,10.0
1108,2015-04-09,17.0,26.36,49.09,13.64
1109,2015-04-09,18.0,18.0,35.5,10.0
1110,2015-04-09,19.0,15.0,26.5,10.0
1112,2015-04-10,8.0,10.0,10.94,9.58
1113,2015-04-10,9.0,18.75,38.53,13.33
1114,2015-04-10,10.0,25.0,67.31,30.0
1115,2015-04-10,11.0,39.17,47.5,69.17
1116,2015-04-10,12.0,44.0,40.0,60.0
1117,2015-04-10,13.0,30.0,48.0,60.0
1118,2015-04-10,14.0,35.45,56.67,47.0
1119,2015-04-10,15.0,23.33,60.33,20.83
1120,2015-04-10,16.0,27.14,33.46,16.54
1121,2015-04-10,17.0,26.36,41.25,20.0
1122,2015-04-10,18.0,11.82,12.27,12.73
1124,2015-04-11,8.0,9.62,5.0,9.17
1125,2015-04-11,9.0,10.0,13.5,10.0
1126,2015-04-11,10.0,18.33,29.23,24.58
1127,2015-04-11,11.0,30.0,35.42,44.58
1128,2015-04-11,12.0,23.33,55.56,40.0
1129,2015-04-11,13.0,41.25,43.75,40.0
1130,2015-04-11,14.0,55.0,39.55,40.0
1131,2015-04-11,15.0,30.0,27.78,20.0
1132,2015-04-11,16.0,23.0,23.64,13.0
1133,2015-04-11,17.0,20.0,23.5,10.0
1134,2015-04-11,18.0,12.5,9.58,10.0
1138,2015-04-12,9.0,14.44,12.92,10.0
1139,2015-04-12,10.0,17.27,22.73,15.83
1140,2015-04-12,11.0,20.0,35.0,38.0
1141,2015-04-12,12.0,15.0,55.83,29.58
1142,2015-04-12,13.0,20.0,67.0,24.0
1143,2015-04-12,14.0,36.36,29.55,28.18
1144,2015-04-12,15.0,11.0,24.0,21.0
1145,2015-04-12,16.0,10.0,19.55,16.36
1146,2015-04-12,17.0,14.17,15.83,11.67
1147,2015-04-12,18.0,14.17,6.67,10.0
1148,2015-04-12,19.0,10.0,0.0,
1151,2015-04-13,9.0,9.09,6.54,9.23
1152,2015-04-13,10.0,10.0,40.36,15.0
1153,2015-04-13,11.0,10.83,32.69,34.17
1154,2015-04-13,12.0,26.0,39.44,26.67
1155,2015-04-13,13.0,23.08,22.5,14.17
1156,2015-04-13,14.0,15.45,17.27,10.0
1157,2015-04-13,15.0,10.0,17.08,10.0
1158,2015-04-13,16.0,10.91,23.75,11.82
1159,2015-04-13,17.0,20.0,5.42,12.5
1161,2015-04-14,9.0,10.0,5.42,8.64
1162,2015-04-14,10.0,10.0,15.0,11.0
1163,2015-04-14,11.0,10.0,20.91,23.64
1164,2015-04-14,12.0,10.0,35.91,16.36
1165,2015-04-14,13.0,10.0,26.82,12.73
1166,2015-04-14,14.0,10.0,17.73,10.0
1167,2015-04-14,15.0,11.82,9.17,10.0
1168,2015-04-14,16.0,15.45,10.0,10.0
1169,2015-04-14,17.0,10.0,5.56,10.0
1170,2015-04-14,18.0,10.0,2.5,10.0
1173,2015-04-15,9.0,15.83,8.33,12.5
1174,2015-04-15,10.0,14.44,19.0,21.0
1175,2015-04-15,11.0,17.0,20.0,41.0
1176,2015-04-15,12.0,31.67,28.75,38.33
1177,2015-04-15,13.0,10.0,18.75,34.17
1178,2015-04-15,14.0,18.18,22.27,12.73
1179,2015-04-15,15.0,22.22,13.89,11.11
1180,2015-04-15,16.0,10.0,10.0,10.0
1181,2015-04-15,17.0,10.0,0.83,10.0
1183,2015-04-16,9.0,12.5,6.5,13.18
1184,2015-04-16,10.0,10.0,20.45,44.55
1185,2015-04-16,11.0,10.0,32.27,53.64
1186,2015-04-16,12.0,41.43,31.67,22.22
1187,2015-04-16,13.0,46.25,25.56,13.33
1188,2015-04-16,14.0,25.56,28.0,12.0
1189,2015-04-16,15.0,11.67,30.0,21.67
1190,2015-04-16,16.0,11.0,8.18,30.0
1191,2015-04-16,17.0,13.33,5.0,21.11
1192,2015-04-16,18.0,13.33,1.25,10.0
1194,2015-04-17,9.0,9.44,17.27,15.0
1195,2015-04-17,10.0,17.78,30.0,51.11
1196,2015-04-17,11.0,42.5,43.75,67.5
1197,2015-04-17,12.0,24.44,43.75,34.44
1198,2015-04-17,13.0,16.36,41.67,14.55
1199,2015-04-17,14.0,18.18,26.82,10.83
1200,2015-04-17,15.0,12.73,32.69,18.18
1201,2015-04-17,16.0,11.11,21.36,23.0
1202,2015-04-17,17.0,10.0,10.56,13.33
1207,2015-04-18,9.0,8.0,15.0,14.55
1208,2015-04-18,10.0,22.73,40.5,55.45
1209,2015-04-18,11.0,34.55,47.73,61.82
1210,2015-04-18,12.0,30.0,34.44,54.44
1211,2015-04-18,13.0,27.78,45.42,45.0
1212,2015-04-18,14.0,33.64,35.0,22.0
1213,2015-04-18,15.0,24.17,31.54,32.5
1214,2015-04-18,16.0,21.25,21.67,31.11
1215,2015-04-18,17.0,31.82,20.0,32.73
1216,2015-04-18,18.0,10.0,6.25,12.5
1220,2015-04-19,9.0,11.11,15.45,20.56
1221,2015-04-19,10.0,26.36,30.91,46.36
1222,2015-04-19,11.0,24.55,38.5,66.5
1223,2015-04-19,12.0,30.0,33.33,52.5
1224,2015-04-19,13.0,31.82,35.91,42.73
1225,2015-04-19,14.0,27.5,39.58,18.75
1226,2015-04-19,15.0,20.91,45.45,23.85
1227,2015-04-19,16.0,25.0,27.5,30.0
1228,2015-04-19,17.0,18.18,15.0,25.0
1229,2015-04-19,18.0,14.17,4.58,10.0
1232,2015-04-20,9.0,7.69,8.46,13.93
1233,2015-04-20,10.0,19.17,23.0,49.33
1234,2015-04-20,11.0,14.17,24.23,35.0
1235,2015-04-20,12.0,20.0,40.33,26.25
1236,2015-04-20,13.0,17.69,27.31,10.42
1237,2015-04-20,14.0,20.77,,15.0
1238,2015-04-20,15.0,13.64,20.0,23.33
1239,2015-04-20,16.0,37.14,17.0,10.0
1240,2015-04-20,17.0,10.0,6.25,10.0
1241,2015-04-20,18.0,10.0,5.0,10.0
1244,2015-04-21,9.0,10.0,13.0,10.0
1245,2015-04-21,10.0,10.0,36.82,31.67
1246,2015-04-21,11.0,16.92,30.42,58.46
1247,2015-04-21,12.0,31.54,28.75,43.08
1248,2015-04-21,13.0,40.83,35.0,15.0
1249,2015-04-21,14.0,29.17,32.5,12.5
1250,2015-04-21,15.0,13.08,15.0,11.67
1251,2015-04-21,16.0,10.0,10.42,10.0
1252,2015-04-21,17.0,10.0,,10.0
1253,2015-04-21,18.0,10.0,2.5,10.0
1256,2015-04-22,9.0,11.82,8.64,16.82
1257,2015-04-22,10.0,10.83,22.08,32.27
1258,2015-04-22,11.0,14.44,24.5,52.0
1259,2015-04-22,12.0,15.45,26.82,45.45
1260,2015-04-22,13.0,21.11,24.44,17.78
1261,2015-04-22,14.0,16.36,18.18,20.0
1262,2015-04-22,15.0,10.0,25.45,10.0
1263,2015-04-22,16.0,11.82,16.67,14.55
1264,2015-04-22,17.0,11.0,11.0,10.0
1265,2015-04-22,18.0,10.0,5.0,10.0
1268,2015-04-23,9.0,7.73,5.0,18.64
1269,2015-04-23,10.0,10.0,35.0,10.0
1270,2015-04-23,11.0,10.0,26.67,15.83
1271,2015-04-23,12.0,10.0,32.92,10.0
1272,2015-04-23,13.0,10.0,27.08,24.17
1273,2015-04-23,14.0,20.91,19.09,23.64
1274,2015-04-23,15.0,10.0,22.5,22.0
1275,2015-04-23,16.0,10.0,16.5,10.0
1276,2015-04-23,17.0,15.45,7.73,10.0
1277,2015-04-23,18.0,13.64,1.36,10.0
1279,2015-04-24,9.0,10.0,17.22,14.17
1280,2015-04-24,10.0,11.11,23.89,41.11
1281,2015-04-24,11.0,17.27,41.82,60.83
1282,2015-04-24,12.0,33.33,42.5,42.5
1283,2015-04-24,13.0,30.0,35.0,26.67
1284,2015-04-24,14.0,22.0,36.0,17.0
1285,2015-04-24,15.0,12.5,46.67,18.0
1287,2015-04-24,16.0,,25.0,11.0
1286,2015-04-24,17.0,10.0,14.0,10.0
1290,2015-04-25,9.0,13.75,12.73,11.36
1291,2015-04-25,10.0,10.0,43.75,43.0
1292,2015-04-25,11.0,27.27,52.27,58.18
1293,2015-04-25,12.0,29.09,51.36,72.27
1294,2015-04-25,13.0,49.09,48.33,65.0
1295,2015-04-25,14.0,45.0,50.0,44.09
1296,2015-04-25,15.0,45.0,41.11,33.33
1297,2015-04-25,16.0,24.58,30.83,18.33
1298,2015-04-25,17.0,29.0,23.5,25.0
1299,2015-04-25,18.0,16.0,19.0,17.5
1303,2015-04-26,9.0,11.82,19.09,12.73
1304,2015-04-26,10.0,15.38,29.62,39.23
1305,2015-04-26,11.0,24.17,34.55,65.45
1306,2015-04-26,12.0,28.33,55.77,50.0
1307,2015-04-26,13.0,31.67,46.15,30.0
1308,2015-04-26,14.0,42.5,53.75,30.0
1309,2015-04-26,15.0,55.0,47.27,30.0
1310,2015-04-26,16.0,31.67,38.33,34.17
1311,2015-04-26,17.0,21.67,35.83,21.67
1312,2015-04-26,18.0,11.67,13.33,12.5
1315,2015-04-27,9.0,10.0,8.53,18.93
1316,2015-04-27,10.0,10.0,27.27,40.0
1317,2015-04-27,11.0,13.0,32.78,50.0
1318,2015-04-27,12.0,31.82,38.08,40.77
